도루_D,도루_R,방어율,자책,완투,실점,득점,타수,안타수,2루,3루,홈런,볼넷,삼진,이닝당아웃수,안타허용,홈런허용,볼넷허용,탈삼진,탈병살,실책,OPS,WHIP,W
0,0,6.75,6,0,6,4,38,10,0,0,0,3,6,24,8,0,7,6,0,1,0.5802310654685494,1.875,0
1,1,3.0,3,0,3,4,26,7,4,0,2,3,5,27,8,2,1,5,0,1,0.9975961538461539,1.0,1
1,1,4.5,4,0,4,3,33,8,0,0,2,1,7,24,7,2,3,7,0,0,0.7099567099567099,1.25,0
0,0,10.0,10,0,10,9,35,11,1,3,1,5,4,27,14,3,3,4,1,0,0.9809523809523809,1.8888888888888888,0
0,0,8.0,8,0,9,10,38,14,2,0,3,3,6,27,11,1,5,6,1,0,1.086466165413534,1.7777777777777777,1
0,0,0.75,1,0,1,1,40,7,1,0,0,5,7,36,6,0,1,7,0,0,0.4826086956521739,0.5833333333333334,0
0,0,0.75,1,0,1,1,41,6,1,0,0,1,17,36,7,0,5,17,0,0,0.33739837398373984,1.0,0
3,0,2.0,2,0,2,5,31,9,2,0,1,0,4,27,7,0,3,4,0,0,0.7419354838709677,1.1111111111111112,1
0,3,5.625,5,0,5,2,33,7,2,0,0,3,4,24,9,1,0,4,0,1,0.542997542997543,1.125,0
1,1,2.0,2,0,2,9,33,12,4,0,1,4,10,27,11,1,1,10,0,1,1.0257575757575759,1.3333333333333333,1
1,1,9.0,8,0,9,2,36,11,1,0,1,1,4,24,12,1,4,4,2,1,0.7409909909909911,2.0,0
2,0,7.0,7,0,7,2,32,6,0,0,1,2,4,27,11,1,6,4,1,1,0.5383928571428571,1.8888888888888888,0
0,2,2.0,2,0,2,7,34,11,2,0,1,6,11,27,6,1,2,11,1,0,0.8955882352941176,0.8888888888888888,1
0,2,7.0,7,0,7,11,41,16,3,0,1,5,9,27,7,2,5,9,1,1,1.0046704722366373,1.3333333333333333,1
2,0,4.5,4,0,11,7,32,7,2,0,2,5,10,24,16,1,5,10,0,2,0.7930743243243243,2.625,0
1,0,3.0,3,0,3,4,32,9,2,0,1,2,7,27,13,1,5,7,1,0,0.7708333333333333,2.0,1
0,1,3.375,3,0,4,3,39,13,2,0,1,5,3,24,9,1,2,3,1,2,0.8706293706293706,1.375,0
0,2,0.0,0,0,1,2,33,7,0,0,0,5,8,30,9,0,1,8,2,1,0.5535846267553585,1.0,1
2,0,0.9310344827586208,1,0,2,1,36,9,2,0,0,1,7,29,7,0,5,7,1,4,0.5950292397660819,1.2413793103448276,0
0,1,5.0,5,0,12,7,40,15,1,0,0,5,7,27,17,0,3,7,0,2,0.8444444444444444,2.2222222222222223,0
1,0,7.0,7,0,7,12,42,17,3,0,0,3,5,27,15,0,5,5,1,0,0.9345238095238095,2.2222222222222223,1
0,1,1.0,1,0,1,3,27,6,0,0,0,6,6,27,8,1,3,6,1,1,0.5858585858585859,1.2222222222222223,1
1,0,3.375,3,0,3,1,34,8,1,0,1,3,5,24,6,0,6,5,1,0,0.6502384737678856,1.5,0
2,0,9.0,9,0,9,13,38,13,1,1,3,7,7,27,11,1,2,7,0,0,1.125979843225084,1.4444444444444444,1
0,2,14.625,13,0,13,9,38,11,3,0,1,2,1,24,13,3,7,1,0,0,0.7723684210526316,2.5,0
1,0,4.0,4,0,4,9,33,10,2,0,3,0,8,27,5,2,2,8,1,0,0.9598930481283423,0.7777777777777778,1
0,1,10.125,9,0,9,4,31,5,1,0,2,2,3,24,10,3,0,3,0,0,0.6223908918406071,1.25,0
2,2,7.0,7,0,7,8,32,9,2,0,0,2,9,27,10,0,8,9,2,1,0.6580357142857143,2.0,1
2,2,5.625,5,0,8,7,35,10,3,0,0,8,6,24,9,0,2,6,0,2,0.7900332225913622,1.375,0
0,0,0.0,0,0,0,1,25,3,1,1,0,2,14,27,6,0,5,14,0,0,0.4542857142857143,1.2222222222222223,1
0,0,1.125,1,0,1,0,33,6,1,0,0,5,4,24,3,0,2,4,2,0,0.5198135198135199,0.625,0
1,1,5.0,5,0,5,7,36,13,0,0,1,0,10,27,12,0,4,10,0,0,0.8055555555555556,1.7777777777777777,1
1,1,7.875,7,0,7,5,37,12,1,0,0,4,5,24,13,1,0,5,1,1,0.7323037323037322,1.625,0
0,0,7.0,7,0,7,9,34,10,3,0,0,9,4,27,12,0,4,4,1,0,0.8368983957219251,1.7777777777777777,1
0,0,7.875,7,0,9,7,35,12,3,1,0,4,6,24,10,0,9,6,2,2,0.9003484320557491,2.375,0
2,0,6.0,6,0,6,1,34,8,2,0,0,3,7,27,13,1,2,7,0,0,0.5914149443561209,1.6666666666666667,0
0,2,1.0,1,0,1,6,36,13,3,0,1,2,6,27,8,0,3,6,0,0,0.922514619883041,1.2222222222222223,1
1,0,8.0,8,0,8,9,34,10,1,0,1,6,5,27,12,2,7,5,0,0,0.8020086083213773,2.111111111111111,1
0,1,9.346153846153847,9,0,9,8,36,12,4,0,2,7,9,26,10,1,6,9,1,0,1.0333333333333334,1.8461538461538463,0
1,0,5.0,5,0,5,3,34,8,2,0,0,5,8,27,10,1,9,8,2,0,0.6274509803921569,2.111111111111111,0
0,1,3.0,3,0,3,5,33,10,0,0,1,9,7,27,8,0,5,7,1,0,0.835799859055673,1.4444444444444444,1
0,0,12.0,12,0,12,3,34,7,1,0,2,1,6,27,15,2,6,6,3,1,0.6617647058823529,2.3333333333333335,0
0,0,3.0,3,0,3,12,36,15,2,0,2,6,9,27,7,2,1,9,0,0,1.1055555555555556,0.8888888888888888,1
0,1,6.0,6,0,7,9,39,16,3,2,0,3,9,27,13,2,3,9,2,1,1.0421245421245422,1.7777777777777777,1
1,0,10.125,9,0,9,7,34,13,3,0,2,3,12,24,16,0,3,12,0,1,1.057315233785822,2.375,0
0,0,5.0,5,0,5,10,35,13,2,0,1,4,11,27,10,3,2,11,0,0,0.9501831501831501,1.3333333333333333,1
0,0,11.25,10,0,10,5,36,10,1,0,3,2,9,24,13,1,4,9,1,0,0.8713450292397661,2.125,0
0,1,4.0,4,0,4,5,30,7,1,0,0,5,14,27,9,1,5,14,0,0,0.6,1.5555555555555556,1
1,0,5.625,5,0,5,4,36,9,2,0,1,5,11,24,7,0,5,11,1,1,0.746031746031746,1.5,0
0,0,9.0,9,0,9,1,33,6,0,0,1,2,7,27,15,2,5,7,1,3,0.5227272727272727,2.2222222222222223,0
0,0,1.0,1,0,1,9,42,15,3,0,2,5,12,27,6,1,2,12,1,1,1.0089285714285714,0.8888888888888888,1
0,0,5.0,5,0,7,1,35,10,2,0,0,2,4,27,11,1,2,4,0,3,0.7018315018315018,1.4444444444444444,0
0,0,1.0,1,0,1,7,38,11,3,0,1,2,9,27,10,0,2,9,1,2,0.7644415917843389,1.3333333333333333,1
0,0,4.0,4,0,4,5,33,13,4,0,0,2,8,27,10,2,0,8,1,0,0.9746109746109746,1.1111111111111112,1
0,0,5.625,5,0,5,4,36,10,4,0,2,0,9,24,13,0,2,9,2,0,0.8333333333333334,1.875,0
0,0,5.0,5,0,5,3,34,8,1,0,1,1,7,27,13,1,1,7,1,1,0.6100840336134454,1.5555555555555556,0
0,0,3.0,3,0,3,5,37,13,0,0,1,1,7,27,8,1,1,7,0,0,0.8324324324324325,1.0,1
1,0,5.0,5,0,8,0,31,4,0,0,0,1,3,27,12,1,7,3,2,2,0.2852822580645161,2.111111111111111,0
0,1,0.0,0,0,0,8,37,12,2,0,1,7,12,27,4,0,1,12,0,0,0.9039039039039038,0.5555555555555556,1
1,1,5.0,5,0,5,0,26,4,0,0,0,3,9,27,10,1,3,9,1,0,0.4205128205128205,1.4444444444444444,0
1,1,0.0,0,0,0,5,36,10,2,0,1,3,6,27,4,0,3,6,3,0,0.7666666666666666,0.7777777777777778,1
1,0,1.0,1,1,1,3,25,5,0,0,0,6,9,27,4,0,1,9,0,0,0.5548387096774194,0.5555555555555556,1
0,1,3.375,3,0,3,1,29,4,0,0,0,1,4,24,5,0,6,4,0,0,0.2992213570634038,1.375,0
1,0,11.0,11,0,11,6,33,6,0,0,4,4,3,27,17,1,4,3,1,0,0.8349282296650717,2.3333333333333335,0
0,1,6.0,6,0,6,11,40,17,5,0,1,4,6,27,6,4,4,6,0,1,1.0930851063829787,1.1111111111111112,1
2,0,4.0,4,0,4,1,32,6,1,0,1,1,11,27,13,1,2,11,1,0,0.5246212121212122,1.6666666666666667,0
0,2,1.0,1,0,1,4,38,13,2,0,1,2,6,27,6,1,1,6,1,1,0.8395378690629012,0.7777777777777778,1
0,0,13.0,13,0,13,5,35,8,2,0,1,4,2,27,20,1,4,2,3,1,0.6964285714285714,2.6666666666666665,0
0,0,5.0,5,0,5,13,42,20,4,1,1,4,5,27,8,1,4,5,0,0,1.2104761904761905,1.3333333333333333,1
0,0,5.0,5,0,6,9,35,13,3,1,0,6,7,27,10,0,3,7,0,2,0.9777003484320557,1.4444444444444444,1
0,0,6.75,6,0,9,6,36,10,2,0,0,3,4,24,13,0,6,4,1,2,0.6504065040650406,2.375,0
1,0,8.0,8,0,10,3,32,6,2,0,0,4,6,27,15,2,2,6,1,3,0.5472972972972974,1.8888888888888888,0
0,1,3.0,3,0,3,10,40,15,4,0,2,2,9,27,6,0,4,9,0,0,1.0472222222222223,1.1111111111111112,1
1,0,4.0,4,0,4,5,29,10,1,0,1,5,8,27,9,2,2,8,1,0,0.9113300492610837,1.2222222222222223,1
0,1,5.625,5,0,5,4,32,9,0,0,2,2,3,24,10,1,5,3,1,0,0.7922794117647058,1.875,0
4,0,4.5,5,0,5,6,38,11,4,0,1,3,12,30,15,0,4,12,1,0,0.8308270676691729,1.9,1
0,4,5.785714285714286,6,0,6,5,43,15,2,0,0,4,9,28,11,1,3,9,1,0,0.8035121025154248,1.5,0
1,2,2.7,3,0,3,1,34,7,0,0,0,4,8,30,5,0,4,8,0,0,0.4953560371517028,0.9,0
2,1,0.9,1,0,1,3,33,5,2,0,0,4,9,30,7,0,4,9,1,0,0.45536445536445536,1.1,1
0,0,7.0,7,0,7,2,33,9,3,0,1,4,16,27,14,2,4,16,1,0,0.8058968058968059,2.0,0
0,0,2.0,2,0,2,7,38,14,4,0,2,4,6,27,9,1,4,6,2,0,1.0734394124847002,1.4444444444444444,1
2,2,3.0,3,0,4,2,33,7,1,0,0,2,6,27,11,0,3,6,1,1,0.49956709956709955,1.5555555555555556,0
2,2,2.0,2,0,2,4,32,11,3,0,0,3,10,27,7,0,2,10,1,0,0.8375,1.0,1
0,1,4.0,4,0,4,8,36,13,2,0,4,3,7,27,7,2,1,7,1,1,1.175,0.8888888888888888,1
1,0,9.0,8,0,8,4,34,7,0,0,2,1,6,24,13,4,3,6,0,0,0.6109243697478991,2.0,0
1,0,4.0,4,0,4,1,31,7,1,0,0,5,6,27,7,0,9,6,1,0,0.5913978494623655,1.7777777777777777,0
0,1,1.0,1,0,1,4,31,7,0,0,0,9,9,27,7,0,5,9,2,0,0.6160503540519277,1.3333333333333333,1
1,1,1.0,1,0,2,4,26,6,1,0,0,3,11,27,4,0,2,11,0,1,0.5918114143920595,0.6666666666666666,1
1,1,4.5,4,0,4,2,31,4,0,0,0,2,10,24,6,0,3,10,1,0,0.31085043988269795,1.125,0
0,1,4.0,4,0,4,3,32,6,2,0,1,3,14,27,11,1,4,14,0,0,0.6008928571428571,1.6666666666666667,0
1,0,1.0,1,0,3,4,37,11,2,0,1,4,7,27,6,1,3,7,2,1,0.8133848133848134,1.0,1
0,0,5.0,5,0,6,2,35,12,2,0,0,2,9,27,9,0,5,9,3,1,0.7684210526315789,1.5555555555555556,0
0,0,2.0,2,0,2,6,33,9,2,0,0,5,3,27,12,0,2,3,0,0,0.7017543859649122,1.5555555555555556,1
2,0,4.0,4,0,4,5,34,11,2,0,1,2,10,27,8,0,2,10,0,0,0.848966613672496,1.1111111111111112,1
0,2,5.625,5,0,5,4,32,8,1,0,0,2,10,24,11,1,2,10,0,0,0.6233552631578947,1.625,0
1,1,4.5,5,0,5,6,37,10,2,0,1,7,7,30,11,2,4,7,0,0,0.8054054054054054,1.5,1
1,1,4.655172413793104,5,0,6,5,39,11,1,0,2,4,8,29,10,1,7,8,2,2,0.8311036789297659,1.7586206896551726,0
0,0,10.0,10,0,11,1,29,3,1,0,0,4,6,27,16,2,6,6,1,3,0.3438133874239351,2.4444444444444446,0
0,0,0.0,0,0,1,11,41,16,3,0,2,6,8,27,3,0,4,8,1,2,1.0778412039439544,0.7777777777777778,1
1,0,6.0,6,0,6,7,37,12,0,1,3,3,4,27,10,2,3,4,1,0,0.9966216216216216,1.4444444444444444,1
0,1,6.75,6,0,7,6,36,10,2,0,2,3,9,24,12,3,3,9,1,2,0.8333333333333333,1.875,0
1,4,7.0,7,0,7,4,39,12,4,0,0,1,7,27,14,0,3,7,0,0,0.7517198248905566,1.8888888888888888,0
4,1,3.0,3,0,4,7,38,14,3,0,0,3,13,27,12,0,1,13,0,1,0.8521303258145363,1.4444444444444444,1
0,1,5.0,5,0,5,8,36,11,2,0,2,1,6,27,10,0,3,6,1,0,0.8698830409356726,1.4444444444444444,1
1,0,4.5,4,0,8,5,33,10,0,0,0,3,4,24,11,2,1,4,2,3,0.6451355661881978,1.5,0
